timestamp,event_id,level,source,computer,user,opcode,task_category,process_id,process_name,detail,cpu_usage,mem_usage,network_io,integrity_level,is_signed,label
2026-03-27 21:15:17,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Logon,7938,powershell.exe,Successful Logon,0.5999671923655249,33,0.1,Medium,1,normal
2026-03-27 21:15:18,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Logon,8242,powershell.exe,Successful Logon,1.3277337702560421,95,0.1,Medium,1,normal
2026-03-27 21:15:19,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Object Access,1649,lsass.exe,Successful Logon,2.4769216218179353,133,0.1,Medium,1,normal
2026-03-27 21:15:20,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,File System,8719,explorer.exe,Successful Logon,2.7103247004658177,55,0.1,Medium,1,normal
2026-03-27 21:15:21,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Object Access,430,lsass.exe,Successful Logon,2.371663734376492,94,0.1,Medium,1,normal
2026-03-27 21:15:22,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Object Access,7569,lsass.exe,Successful Logon,1.3158070569004088,119,0.1,Medium,1,normal
2026-03-27 21:15:23,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Logon,1741,services.exe,Successful Logon,2.8154342466021434,102,0.1,Medium,1,normal
2026-03-27 21:15:24,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Logon,8660,powershell.exe,Successful Logon,3.261636570049077,139,0.1,Medium,1,normal
2026-03-27 21:15:25,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Logon,3107,powershell.exe,Successful Logon,3.98148657250438,85,0.1,Medium,1,normal
2026-03-27 21:15:26,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Object Access,7249,explorer.exe,Successful Logon,0.4256632303316521,40,0.1,Medium,1,normal
2026-03-27 21:15:27,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Process Creation,1815,svchost.exe,Successful Logon,0.5252865989640546,148,0.1,Medium,1,normal
2026-03-27 21:15:28,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Process Creation,6025,services.exe,Successful Logon,2.8636071814136823,119,0.1,Medium,1,normal
2026-03-27 21:15:29,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,File System,7904,svchost.exe,Successful Logon,0.3415079292183276,131,0.1,Medium,1,normal
2026-03-27 21:15:30,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Process Creation,7341,lsass.exe,Successful Logon,2.2688944786879195,52,0.1,Medium,1,normal
2026-03-27 21:15:31,1102,Warning,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Info,Log Clear,8833,powershell.exe,The security log was cleared,5.0,150,0.5,System,1,suspicious
2026-03-27 21:15:32,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,File System,3446,lsass.exe,Successful Logon,2.573574684639408,126,0.1,Medium,1,normal
2026-03-27 21:15:33,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Logon,8664,svchost.exe,Successful Logon,1.1275990351760266,140,0.1,Medium,1,normal
2026-03-27 21:15:34,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Object Access,5155,lsass.exe,Successful Logon,1.069752935982276,103,0.1,Medium,1,normal
2026-03-27 21:15:35,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,File System,8986,explorer.exe,Successful Logon,3.2328869546025873,82,0.1,Medium,1,normal
2026-03-27 21:15:36,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Object Access,3326,powershell.exe,Successful Logon,1.9824686057566474,48,0.1,Medium,1,normal
2026-03-27 21:15:37,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,File System,7357,svchost.exe,Successful Logon,3.38789078635671,101,0.1,Medium,1,normal
2026-03-27 21:15:38,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,File System,1750,explorer.exe,Successful Logon,3.7410825641674808,59,0.1,Medium,1,normal
2026-03-27 21:15:39,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Logon,6719,powershell.exe,Successful Logon,2.8003858353501583,102,0.1,Medium,1,normal
2026-03-27 21:15:40,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Process Creation,8049,svchost.exe,Successful Logon,3.9278014100417766,147,0.1,Medium,1,normal
2026-03-27 21:15:41,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Object Access,6866,services.exe,Successful Logon,0.9329777970685399,68,0.1,Medium,1,normal
2026-03-27 21:15:42,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Object Access,1649,svchost.exe,Successful Logon,3.8666376432115976,39,0.1,Medium,1,normal
2026-03-27 21:15:43,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Object Access,6071,powershell.exe,Successful Logon,0.8939553359521978,128,0.1,Medium,1,normal
2026-03-27 21:15:44,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Object Access,3010,powershell.exe,Successful Logon,2.7977879538465227,76,0.1,Medium,1,normal
2026-03-27 21:15:45,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,File System,3237,lsass.exe,Successful Logon,1.8144634741439043,41,0.1,Medium,1,normal
2026-03-27 21:15:46,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Object Access,5306,explorer.exe,Successful Logon,2.9412159270905893,99,0.1,Medium,1,normal
2026-03-27 21:15:47,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Process Creation,8160,powershell.exe,Successful Logon,0.13637621456036852,140,0.1,Medium,1,normal
2026-03-27 21:15:48,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Logon,8442,powershell.exe,Successful Logon,3.368421750508385,150,0.1,Medium,1,normal
2026-03-27 21:15:49,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,File System,6822,powershell.exe,Successful Logon,1.8865237724003519,146,0.1,Medium,1,normal
2026-03-27 21:15:50,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Process Creation,382,powershell.exe,Successful Logon,3.1881944906597153,75,0.1,Medium,1,normal
2026-03-27 21:15:51,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Logon,4282,services.exe,Successful Logon,0.939705967345729,121,0.1,Medium,1,normal
2026-03-27 21:15:52,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Logon,1577,explorer.exe,Successful Logon,3.110179125847135,73,0.1,Medium,1,normal
2026-03-27 21:15:53,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Object Access,7955,services.exe,Successful Logon,2.225242021119482,119,0.1,Medium,1,normal
2026-03-27 21:15:54,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Process Creation,5271,lsass.exe,Successful Logon,0.8127394975798891,70,0.1,Medium,1,normal
2026-03-27 21:15:55,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Process Creation,2857,powershell.exe,Successful Logon,2.059360139311579,45,0.1,Medium,1,normal
2026-03-27 21:15:56,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Object Access,2628,lsass.exe,Successful Logon,0.2144712959707336,41,0.1,Medium,1,normal
2026-03-27 21:15:57,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Logon,7554,services.exe,Successful Logon,1.0923313268043737,104,0.1,Medium,1,normal
2026-03-27 21:15:58,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,File System,2488,lsass.exe,Successful Logon,1.608755574500469,121,0.1,Medium,1,normal
2026-03-27 21:15:59,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Process Creation,2955,svchost.exe,Successful Logon,0.8362654559039955,68,0.1,Medium,1,normal
2026-03-27 21:16:00,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Logon,1561,explorer.exe,Successful Logon,1.241055511566052,93,0.1,Medium,1,normal
2026-03-27 21:16:01,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Object Access,1514,lsass.exe,Successful Logon,3.407476487487263,132,0.1,Medium,1,normal
2026-03-27 21:16:02,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Process Creation,2316,explorer.exe,Successful Logon,2.1883637899448076,124,0.1,Medium,1,normal
2026-03-27 21:16:03,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,File System,5030,services.exe,Successful Logon,3.904508470700849,92,0.1,Medium,1,normal
2026-03-27 21:16:04,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Process Creation,571,svchost.exe,Successful Logon,2.840654507365724,65,0.1,Medium,1,normal
2026-03-27 21:16:05,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Logon,1852,services.exe,Successful Logon,0.3842765377749565,52,0.1,Medium,1,normal
2026-03-27 21:16:06,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Process Creation,4288,powershell.exe,Successful Logon,1.4263579018084425,145,0.1,Medium,1,normal
2026-03-27 21:16:07,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,File System,7472,powershell.exe,Successful Logon,0.6046488821474123,51,0.1,Medium,1,normal
2026-03-27 21:16:08,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Process Creation,1795,lsass.exe,Successful Logon,0.5810131700654269,129,0.1,Medium,1,normal
2026-03-27 21:16:09,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,File System,3159,explorer.exe,Successful Logon,3.1942157770583526,82,0.1,Medium,1,normal
2026-03-27 21:16:10,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Logon,1522,svchost.exe,Successful Logon,3.5772244447307515,121,0.1,Medium,1,normal
2026-03-27 21:16:11,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Process Creation,5527,services.exe,Successful Logon,0.7387324898680421,63,0.1,Medium,1,normal
2026-03-27 21:16:12,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,File System,1230,services.exe,Successful Logon,1.132535921984511,147,0.1,Medium,1,normal
2026-03-27 21:16:13,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Object Access,3174,svchost.exe,Successful Logon,0.9881932567763543,136,0.1,Medium,1,normal
2026-03-27 21:16:14,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,File System,7585,svchost.exe,Successful Logon,3.3814460517485943,106,0.1,Medium,1,normal
2026-03-27 21:16:15,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Process Creation,8426,powershell.exe,Successful Logon,1.7845431833032046,142,0.1,Medium,1,normal
2026-03-27 21:16:16,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Process Creation,2194,services.exe,Successful Logon,0.45019904595245186,80,0.1,Medium,1,normal
2026-03-27 21:16:17,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Object Access,216,lsass.exe,Successful Logon,0.5457223338182033,127,0.1,Medium,1,normal
2026-03-27 21:16:18,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,File System,127,explorer.exe,Successful Logon,3.0955091732751163,103,0.1,Medium,1,normal
2026-03-27 21:16:19,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Logon,8787,explorer.exe,Successful Logon,0.5011506278160448,116,0.1,Medium,1,normal
2026-03-27 21:16:20,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Process Creation,7394,services.exe,Successful Logon,3.0186583720072058,65,0.1,Medium,1,normal
2026-03-27 21:16:21,10,Critical,Sysmon,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Read,Process Access,2099,mimikatz.exe,LSASS memory access detected,15.0,600,20.0,System,0,suspicious
2026-03-27 21:16:22,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Object Access,7895,explorer.exe,Successful Logon,0.20863196288832175,148,0.1,Medium,1,normal
2026-03-27 21:16:23,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Logon,6925,explorer.exe,Successful Logon,2.9088818886698506,98,0.1,Medium,1,normal
2026-03-27 21:16:24,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Object Access,776,services.exe,Successful Logon,0.8697804543180675,93,0.1,Medium,1,normal
2026-03-27 21:16:25,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,File System,1207,services.exe,Successful Logon,0.9102864601292094,30,0.1,Medium,1,normal
2026-03-27 21:16:26,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,File System,6320,services.exe,Successful Logon,2.488423241661791,117,0.1,Medium,1,normal
2026-03-27 21:16:27,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Logon,7029,explorer.exe,Successful Logon,1.7472319310370827,71,0.1,Medium,1,normal
2026-03-27 21:16:28,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,File System,4518,powershell.exe,Successful Logon,2.50219241451987,43,0.1,Medium,1,normal
2026-03-27 21:16:29,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Process Creation,6483,powershell.exe,Successful Logon,1.9287702851223107,115,0.1,Medium,1,normal
2026-03-27 21:16:30,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Object Access,4417,svchost.exe,Successful Logon,0.8028709451563509,49,0.1,Medium,1,normal
2026-03-27 21:16:31,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Logon,5596,lsass.exe,Successful Logon,0.853321464681149,34,0.1,Medium,1,normal
2026-03-27 21:16:32,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,File System,2164,svchost.exe,Successful Logon,2.6734722821514385,87,0.1,Medium,1,normal
2026-03-27 21:16:33,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Process Creation,7838,powershell.exe,Successful Logon,3.3307138598999684,138,0.1,Medium,1,normal
2026-03-27 21:16:34,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,File System,7844,powershell.exe,Successful Logon,2.73884275452467,59,0.1,Medium,1,normal
2026-03-27 21:16:35,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,File System,8954,svchost.exe,Successful Logon,2.4572403332975004,148,0.1,Medium,1,normal
2026-03-27 21:16:36,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,File System,6133,services.exe,Successful Logon,0.9681507871021784,41,0.1,Medium,1,normal
2026-03-27 21:16:37,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Process Creation,3976,svchost.exe,Successful Logon,1.4405497440814201,57,0.1,Medium,1,normal
2026-03-27 21:16:38,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Process Creation,7909,svchost.exe,Successful Logon,1.7996682891354852,71,0.1,Medium,1,normal
2026-03-27 21:16:39,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Object Access,3954,powershell.exe,Successful Logon,0.6663317589555001,59,0.1,Medium,1,normal
2026-03-27 21:16:40,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,File System,5670,svchost.exe,Successful Logon,0.9219702596307887,41,0.1,Medium,1,normal
2026-03-27 21:16:41,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Object Access,3289,svchost.exe,Successful Logon,3.578398715465985,72,0.1,Medium,1,normal
2026-03-27 21:16:42,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\SYSTEM,Logon,Logon,1789,lsass.exe,Successful Logon,0.4622804791249603,79,0.1,Medium,1,normal
2026-03-27 21:16:43,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Object Access,3702,lsass.exe,Successful Logon,0.280124733506803,119,0.1,Medium,1,normal
2026-03-27 21:16:44,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Logon,8864,svchost.exe,Successful Logon,1.1093740571665354,35,0.1,Medium,1,normal
2026-03-27 21:16:45,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,File System,8684,explorer.exe,Successful Logon,0.7523204680430312,33,0.1,Medium,1,normal
2026-03-27 21:16:46,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,File System,8505,lsass.exe,Successful Logon,3.7001822905076462,36,0.1,Medium,1,normal
2026-03-27 21:16:47,4624,Information,Security-Auditing,WIN-SOC-PROD-01,NT AUTHORITY\LOCAL SERVICE,Logon,Logon,8264,lsass.exe,Successful Logon,2.3246444761253926,109,0.1,Medium,1,normal
2026-03-27 21:16:48,4624,Information,Security-Auditing,WIN-SOC-PROD-01,WIN-SOC-PROD\Admin,Logon,Process Creation,5385,svchost.exe,Successful Logon,1.0193746640797927,33,0.1,Medium,1,normal
